filename,width,height,class,xmin,ymin,xmax,ymax
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,paddy,186,0,263,483
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,paddy,473,21,560,504
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,paddy,139,520,232,636
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,paddy,402,537,438,638
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,paddy,560,545,637,636
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,paddy,325,533,399,636
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,paddy,504,541,555,636
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,paddy,235,524,325,640
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,other_crop,386,0,489,504
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,other_crop,318,8,402,495
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,other_crop,547,21,637,512
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,dry_farming,71,0,201,483
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,dry_farming,46,508,145,636
31_jpg.rf.bb5a8229a78f2fbedb08b93349b58a29.jpg,640,640,dry_farming,439,537,504,636
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,dry_farming,384,466,504,631
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,paddy,370,611,408,640
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,paddy,507,578,584,636
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,paddy,479,45,603,562
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,dry_farming,281,360,383,550
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,dry_farming,294,153,418,396
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,dry_farming,334,0,436,182
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,dry_farming,241,520,368,636
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,dry_farming,158,124,216,367
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,other_crop,0,334,136,636
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,other_crop,476,0,637,74
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,other_crop,123,434,194,640
180_jpg.rf.4cf8b42561644b1fe337201a6b9badd3.jpg,640,640,other_crop,182,475,250,636
119_jpg.rf.3eac36d52d6c91aa404d8ac97ef5e347.jpg,640,640,paddy,0,62,117,297
119_jpg.rf.3eac36d52d6c91aa404d8ac97ef5e347.jpg,640,640,paddy,167,41,431,186
119_jpg.rf.3eac36d52d6c91aa404d8ac97ef5e347.jpg,640,640,paddy,433,122,637,261
119_jpg.rf.3eac36d52d6c91aa404d8ac97ef5e347.jpg,640,640,paddy,390,244,618,636
119_jpg.rf.3eac36d52d6c91aa404d8ac97ef5e347.jpg,640,640,paddy,121,153,403,636
119_jpg.rf.3eac36d52d6c91aa404d8ac97ef5e347.jpg,640,640,mix_Wood_Land,0,392,105,636
119_jpg.rf.3eac36d52d6c91aa404d8ac97ef5e347.jpg,640,640,mix_Wood_Land,0,289,121,396
119_jpg.rf.3eac36d52d6c91aa404d8ac97ef5e347.jpg,640,640,mix_Wood_Land,0,0,136,103
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,other_crop,328,99,572,244
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,other_crop,328,198,637,636
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,other_crop,0,425,195,636
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,paddy,40,615,105,636
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,paddy,0,595,28,636
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,paddy,0,0,71,116
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,paddy,170,512,300,636
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,paddy,77,0,300,165
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,paddy,0,252,322,529
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,dry_farming,0,131,325,371
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,other_crop,597,161,637,231
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,other_crop,578,219,637,310
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,other_crop,328,0,575,116
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,paddy,625,37,637,140
116_jpg.rf.a1f2b3bd186aec3aae138ea2edcd9b2c.jpg,640,640,other_crop,600,0,637,146
71_jpg.rf.522626442205207ef146195cdaa135f4.jpg,640,640,paddy,0,396,173,516
71_jpg.rf.522626442205207ef146195cdaa135f4.jpg,640,640,other_crop,0,4,164,268
71_jpg.rf.522626442205207ef146195cdaa135f4.jpg,640,640,other_crop,0,277,207,405
71_jpg.rf.522626442205207ef146195cdaa135f4.jpg,640,640,other_crop,510,562,637,636
71_jpg.rf.522626442205207ef146195cdaa135f4.jpg,640,640,mix_Wood_Land,105,434,501,636
102_jpg.rf.3a7a39e8750931fe25529b2601c515ba.jpg,640,640,mix_Wood_Land,0,43,637,636
102_jpg.rf.3a7a39e8750931fe25529b2601c515ba.jpg,640,640,paddy,0,0,535,158
102_jpg.rf.3a7a39e8750931fe25529b2601c515ba.jpg,640,640,paddy,538,190,637,285
102_jpg.rf.3a7a39e8750931fe25529b2601c515ba.jpg,640,640,paddy,87,516,340,636
102_jpg.rf.3a7a39e8750931fe25529b2601c515ba.jpg,640,640,paddy,359,450,597,636
102_jpg.rf.3a7a39e8750931fe25529b2601c515ba.jpg,640,640,paddy,297,0,637,87
102_jpg.rf.3a7a39e8750931fe25529b2601c515ba.jpg,640,640,other_crop,547,99,637,202
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,paddy,578,0,637,120
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,paddy,0,110,41,557
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,paddy,402,0,581,87
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,paddy,272,62,343,562
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,paddy,34,17,238,564
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,paddy,420,590,637,636
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,dry_farming,210,45,294,562
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,dry_farming,417,87,637,557
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,other_crop,250,595,402,636
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,other_crop,96,590,210,636
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,other_crop,189,0,390,50
58_jpg.rf.4a60664dbf001caee84735d67b3281a0.jpg,640,640,mix_Wood_Land,322,66,429,549
156_jpg.rf.f97bd97abc5a748eec126269e9cb2cd1.jpg,640,640,dry_farming,0,458,215,578
156_jpg.rf.f97bd97abc5a748eec126269e9cb2cd1.jpg,640,640,paddy,572,33,637,256
156_jpg.rf.f97bd97abc5a748eec126269e9cb2cd1.jpg,640,640,paddy,0,359,226,446
156_jpg.rf.f97bd97abc5a748eec126269e9cb2cd1.jpg,640,640,dry_farming,148,0,557,244
156_jpg.rf.f97bd97abc5a748eec126269e9cb2cd1.jpg,640,640,dry_farming,0,219,62,355
156_jpg.rf.f97bd97abc5a748eec126269e9cb2cd1.jpg,640,640,dry_farming,74,235,235,363
156_jpg.rf.f97bd97abc5a748eec126269e9cb2cd1.jpg,640,640,mix_Wood_Land,420,256,637,636
156_jpg.rf.f97bd97abc5a748eec126269e9cb2cd1.jpg,640,640,mix_Wood_Land,12,549,312,636
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,paddy,492,0,547,244
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,paddy,43,0,136,211
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,paddy,291,0,390,227
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,paddy,263,297,374,636
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,other_crop,0,0,46,202
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,other_crop,130,0,216,219
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,other_crop,216,0,294,223
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,other_crop,386,0,492,239
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,other_crop,541,0,637,252
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,dry_farming,133,297,263,636
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,other_crop,0,281,139,636
33_jpg.rf.8a91fa964465e655a0e9ce518e5a735f.jpg,640,640,other_crop,550,322,637,636
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,paddy,0,0,105,173
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,paddy,213,0,269,384
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,paddy,112,0,214,297
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,paddy,0,529,318,636
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,paddy,279,446,576,628
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,paddy,553,0,597,450
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,paddy,451,0,557,446
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,other_crop,603,0,637,459
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,other_crop,591,471,637,636
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,other_crop,349,0,464,446
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,paddy,0,70,121,326
15_jpg.rf.4d816f060937c839f83457c4884e8a0b.jpg,640,640,mix_Wood_Land,0,269,294,595
109_jpg.rf.5ced98be7bbdee38d1fbdd5df7ca2bdd.jpg,640,640,paddy,0,446,102,636
109_jpg.rf.5ced98be7bbdee38d1fbdd5df7ca2bdd.jpg,640,640,paddy,371,12,637,277
109_jpg.rf.5ced98be7bbdee38d1fbdd5df7ca2bdd.jpg,640,640,dry_farming,0,54,117,165
109_jpg.rf.5ced98be7bbdee38d1fbdd5df7ca2bdd.jpg,640,640,dry_farming,0,186,114,438
109_jpg.rf.5ced98be7bbdee38d1fbdd5df7ca2bdd.jpg,640,640,dry_farming,148,41,371,260
109_jpg.rf.5ced98be7bbdee38d1fbdd5df7ca2bdd.jpg,640,640,mix_Wood_Land,0,0,377,70
109_jpg.rf.5ced98be7bbdee38d1fbdd5df7ca2bdd.jpg,640,640,mix_Wood_Land,121,215,634,636
109_jpg.rf.5ced98be7bbdee38d1fbdd5df7ca2bdd.jpg,640,640,mix_Wood_Land,532,384,637,636
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,25,8,263,91
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,paddy,46,0,264,37
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,paddy,0,500,86,636
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,paddy,90,512,306,636
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,0,66,182,268
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,6,273,288,520
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,dry_farming,334,541,581,636
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,dry_farming,300,0,637,165
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,566,372,609,537
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,411,355,569,533
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,560,182,637,260
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,557,273,637,372
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,612,379,637,598
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,294,103,547,239
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,294,219,563,359
115_jpg.rf.2ea8722f8117dcf86d0975317ecbbe81.jpg,640,640,other_crop,303,322,414,500
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,other_crop,412,74,616,567
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,0,45,34,524
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,22,43,181,541
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,164,58,250,537
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,235,62,322,549
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,198,0,288,45
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,56,0,192,37
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,0,566,111,636
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,117,574,223,636
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,223,578,275,636
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,470,599,597,636
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,paddy,625,215,637,574
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,dry_farming,309,62,417,545
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,other_crop,297,0,386,41
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,other_crop,0,0,53,37
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,other_crop,401,0,491,58
14_jpg.rf.6a681f00e9589f6c07e42313feb7a83c.jpg,640,640,other_crop,492,0,623,66
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,paddy,219,8,518,169
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,dry_farming,0,8,198,157
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,dry_farming,216,152,612,300
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,dry_farming,516,0,637,194
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,dry_farming,0,149,195,306
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,dry_farming,0,467,164,636
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,other_crop,173,297,312,467
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,other_crop,0,326,155,446
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,other_crop,186,491,464,636
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,dry_farming,584,260,637,520
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,mix_Wood_Land,318,285,606,495
136_jpg.rf.a9790b1164e7730402d893f81ece1734.jpg,640,640,mix_Wood_Land,482,508,637,636
77_jpg.rf.e93a7e07d92aebfc4997a37c9e008414.jpg,640,640,mix_Wood_Land,0,0,637,636
125_jpg.rf.39e57600c4295d3fdc142a7afd5e077c.jpg,640,640,dry_farming,129,0,354,182
125_jpg.rf.39e57600c4295d3fdc142a7afd5e077c.jpg,640,640,dry_farming,291,0,597,103
125_jpg.rf.39e57600c4295d3fdc142a7afd5e077c.jpg,640,640,dry_farming,0,0,155,190
125_jpg.rf.39e57600c4295d3fdc142a7afd5e077c.jpg,640,640,other_crop,0,397,93,624
125_jpg.rf.39e57600c4295d3fdc142a7afd5e077c.jpg,640,640,mix_Wood_Land,62,111,637,611
125_jpg.rf.39e57600c4295d3fdc142a7afd5e077c.jpg,640,640,other_crop,108,413,235,619
125_jpg.rf.39e57600c4295d3fdc142a7afd5e077c.jpg,640,640,other_crop,254,409,386,632
125_jpg.rf.39e57600c4295d3fdc142a7afd5e077c.jpg,640,640,other_crop,0,190,161,273
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,other_crop,334,384,501,623
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,paddy,0,0,42,18
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,paddy,0,37,42,166
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,paddy,0,533,64,636
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,paddy,0,384,76,543
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,paddy,71,566,294,636
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,paddy,0,178,107,355
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,other_crop,325,0,637,206
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,paddy,600,21,637,116
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,other_crop,74,392,297,562
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,other_crop,49,0,291,194
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,mix_Wood_Land,111,264,303,367
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,other_crop,516,380,637,541
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,mix_Wood_Land,318,83,519,347
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,mix_Wood_Land,108,131,300,256
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,mix_Wood_Land,519,219,637,301
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,mix_Wood_Land,489,285,637,359
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,mix_Wood_Land,470,454,637,636
111_jpg.rf.0c17e44227ff60f648b59c6f5b8ee9fe.jpg,640,640,mix_Wood_Land,238,0,325,58
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,0,0,56,66
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,77,0,402,206
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,83,0,322,45
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,0,83,56,215
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,15,227,77,636
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,0,227,28,636
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,507,343,637,483
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,dry_farming,80,198,473,541
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,105,396,498,570
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,130,442,544,615
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,399,0,461,103
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,454,0,637,153
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,paddy,603,0,637,8
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,dry_farming,442,215,637,380
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,dry_farming,380,570,637,636
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,mix_Wood_Land,121,500,581,636
06_jpg.rf.57b80e5a7b61db36799f885348aad765.jpg,640,640,mix_Wood_Land,569,454,637,566
190_jpg.rf.651fc530cbeccc4ed850e74722dd07dc.jpg,640,640,other_crop,557,169,637,562
190_jpg.rf.651fc530cbeccc4ed850e74722dd07dc.jpg,640,640,dry_farming,77,149,417,636
190_jpg.rf.651fc530cbeccc4ed850e74722dd07dc.jpg,640,640,other_crop,356,157,529,396
190_jpg.rf.651fc530cbeccc4ed850e74722dd07dc.jpg,640,640,other_crop,393,326,612,636
190_jpg.rf.651fc530cbeccc4ed850e74722dd07dc.jpg,640,640,other_crop,56,0,247,149
190_jpg.rf.651fc530cbeccc4ed850e74722dd07dc.jpg,640,640,other_crop,0,123,117,636
190_jpg.rf.651fc530cbeccc4ed850e74722dd07dc.jpg,640,640,other_crop,238,54,340,211
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,paddy,68,0,288,103
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,paddy,318,380,637,502
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,paddy,0,25,49,95
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,paddy,0,0,59,29
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,paddy,0,206,37,268
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,other_crop,312,476,637,626
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,dry_farming,40,99,284,401
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,dry_farming,0,109,43,204
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,dry_farming,464,29,544,244
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,mix_Wood_Land,49,421,275,619
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,mix_Wood_Land,0,417,31,636
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,mix_Wood_Land,377,264,637,326
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,dry_farming,553,45,628,252
112_jpg.rf.b715e818cb54ded476e24fe2fbf05b30.jpg,640,640,dry_farming,482,0,637,33
159_jpg.rf.c684bd42d3a1a0c18bb7553375a93211.jpg,640,640,paddy,523,417,628,529
159_jpg.rf.c684bd42d3a1a0c18bb7553375a93211.jpg,640,640,mix_Wood_Land,0,178,136,636
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,0,0,56,256
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,59,0,139,268
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,145,0,238,277
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,250,0,331,288
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,339,0,398,295
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,454,0,519,301
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,0,281,28,636
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,25,285,111,636
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,105,289,213,636
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,226,297,325,636
12_jpg.rf.b41dc344f465ed5dad6d5e93c13e84fe.jpg,640,640,paddy,448,314,541,636
